"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
"Laufzeit Schmierung FD-Tisch";"Laufzeit Schmierung FD-Tisch";""
"Laser aktiv im Bereich ausserhalb Arbeitsraum";"Laser aktiv im Bereich ausserhalb Arbeitsraum";""
"Restzeit Schmierung Palettenwechsler";"Restzeit Schmierung Palettenwechsler";""
"Intervallzeit für Hebepumpe Werkzeugwechsler in Minuten";"Intervallzeit für Hebepumpe Werkzeugwechsler in Minuten";""
"Restzeit für Hebepumpe Werkzeugwechsler in Sekunden";"Restzeit für Hebepumpe Werkzeugwechsler in Sekunden";""
"Altwert Intervallzeit für Hebepumpe Werkzeugwechsler in Minuten";"Altwert Intervallzeit für Hebepumpe Werkzeugwechsler in Minuten";""
"Speicher des Typs Werkzeugbruchkontrolle";"Speicher des Typs Werkzeugbruchkontrolle";""
"Werkzeugbruch wurde deaktiviert";"Werkzeugbruch wurde deaktiviert";""
"Spindelüberwachung: Eingest. Überwachungsintervall Spindelreferenzlauf in Min.";"Spindelüberwachung: Eingest. Überwachungsintervall Spindelreferenzlauf in Min.";""
"Spindelüberwachung: Abgelaufene Überwachungszeit Spindelreferenzlauf in Min.";"Spindelüberwachung: Abgelaufene Überwachungszeit Spindelreferenzlauf in Min.";""
"Merker Roboter-Betrieb ist angewählt";"Merker Roboter-Betrieb ist angewählt";""
"Merker initialisiere Zustandsgraph Zxx";"Merker initialisiere Zustandsgraph Zxx";""
"posFlanke Z00 Grundstellung";"posFlanke Z00 Grundstellung";""
"Merker EK-Tasten sind zulässig";"Merker EK-Tasten sind zulässig";""
"Merker eine SpannHydraulik-Spann-Folge ist aktiv";"Merker eine SpannHydraulik-Spann-Folge ist aktiv";""
"Merker RP hat Voraussetzungen für PW-Freigabe auslösen";"Merker RP hat Voraussetzungen für PW-Freigabe auslösen";""
"Merker Freigabe RPT-Folgen";"Merker Freigabe RPT-Folgen";""
"Merker Rüstplatztür ist offen";"Merker Rüstplatztür ist offen";""
"Dummy";"Dummy";""
"PI Spannen aller aktiven Stellen am RP fertig";"PI Spannen aller aktiven Stellen am RP fertig";""
"PI Entspannen aller aktiven Stellen am RP fertig";"PI Entspannen aller aktiven Stellen am RP fertig";""
"Folge wurde fertig";"Folge wurde fertig";""
"Befehl RP-Achse positionieren";"Befehl RP-Achse positionieren";""
"Rüstplatz mit Palette belegt";"Rüstplatz mit Palette belegt";""
"Folge mit Z11 RP-Achse positionieren fertig";"Folge mit Z11 RP-Achse positionieren fertig";""
"PI PW-Freigabe auslösen";"PI PW-Freigabe auslösen";""
"Palette am Rüstplatz gelöst";"Palette am Rüstplatz gelöst";""
"Palette am Rüstplatz geklemmt";"Palette am Rüstplatz geklemmt";""
"Merker eine SpannHydraulik-Entspann-Folge ist aktiv";"Merker eine SpannHydraulik-Entspann-Folge ist aktiv";""
"Rüstplatztür zu";"Rüstplatztür zu";""
"PI Anstoß Ankuppeln";"PI Anstoß Ankuppeln";""
"PI Anstoß Abkuppeln";"PI Anstoß Abkuppeln";""
"Rüstplatz auf Stellung 0-Grad";"Rüstplatz auf Stellung 0-Grad";""
"Folge mit Z02 Ankuppeln fertig";"Folge mit Z02 Ankuppeln fertig";""
"Folge mit Z03 Spannen fertig";"Folge mit Z03 Spannen fertig";""
"Folge mit Z04 RPT schließen fertig";"Folge mit Z04 RPT schließen fertig";""
"Folge mit Z05 Abkuppeln fertig";"Folge mit Z05 Abkuppeln fertig";""
"Folge mit Z07 PW-Freigabe fertig";"Folge mit Z07 PW-Freigabe fertig";""
"Folge mit Z08 Entspannen fertig";"Folge mit Z08 Entspannen fertig";""
"Folge mit Z09 RPT öffnen fertig";"Folge mit Z09 RPT öffnen fertig";""
"PW-Freigabe von SPH-Status zulässig";"PW-Freigabe von SPH-Status zulässig";""
"pos.Flanke Taste Spannstelle 1, wenn konfiguriert";"pos.Flanke Taste Spannstelle 1, wenn konfiguriert";""
"pos.Flanke Taste Spannstelle 2, wenn konfiguriert";"pos.Flanke Taste Spannstelle 2, wenn konfiguriert";""
"pos.Flanke Taste Spannstelle 3, wenn konfiguriert";"pos.Flanke Taste Spannstelle 3, wenn konfiguriert";""
"pos.Flanke Taste Spannstelle 4, wenn konfiguriert";"pos.Flanke Taste Spannstelle 4, wenn konfiguriert";""
"Auslöser für AUTO-Funktion nach PW-Ablauf";"Auslöser für AUTO-Funktion nach PW-Ablauf";""
"temporär DINT";"temporär DINT";""
"Zwischenspeicher Folge-Wert";"Zwischenspeicher Folge-Wert";""
"Zwischenspeicher Zustands-Wert";"Zwischenspeicher Zustands-Wert";""
"Interner Speicher für SFC20";"Interner Speicher für SFC20";""
"INT26: SpannHydraulik Dekade 1+2";"INT26: SpannHydraulik Dekade 1+2";""
"INT26: 1xx ext.Nullpunktspannsystem angewählt";"INT26: 1xx ext.Nullpunktspannsystem angewählt";""
"Sekundentakt ";"Sekundentakt ";""
"Maschine Ein Signale";"Maschine Ein Signale";""
"Bremse als defekt festgestellt";"Bremse als defekt festgestellt";""
"Sekundenzähler";"Sekundenzähler";""
"Anforderung ZD beim nächsten WZW (Zeit abgelaufen)";"Anforderung ZD beim nächsten WZW (Zeit abgelaufen)";""
"Anforderung ZD beim Tueröffnen (Zeit abgelaufen)";"Anforderung ZD beim Tueröffnen (Zeit abgelaufen)";""
"Anforderung HW-testen";"Anforderung HW-testen";""
"Anforderung Tuere entriegeln";"Anforderung Tuere entriegeln";""
"Sperre Tuer öffen durch ZD";"Sperre Tuer öffen durch ZD";""
"Vorgabe Stunden bis WZW ZD anfordert";"Vorgabe Stunden bis WZW ZD anfordert";""
"Vorgabe Stunden bis Tuere ZD anfordert";"Vorgabe Stunden bis Tuere ZD anfordert";""
"Anforderung ZD beim nächsten PW (Zeit abgelaufen)";"Anforderung ZD beim nächsten PW (Zeit abgelaufen)";""
"Vorgabe Minuten bis PW ZD anfordert";"Vorgabe Minuten bis PW ZD anfordert";""
"Bereich 1 Option Bremsentest";"Bereich 1 Option Bremsentest";""
"Bereich 1 Option Bremsentest Kopf-Achse";"Bereich 1 Option Bremsentest Kopf-Achse";""
"Bereich 2 Option Bremsentest";"Bereich 2 Option Bremsentest";""
"Bereich 2 Option zweiter Bremsentest";"Bereich 2 Option zweiter Bremsentest";""
"600206 ""MF, Drehstation Sollposition gültig, Status 1 fehlt""";"600206 ""MF, Drehstation Sollposition gültig, Status 1 fehlt""";""
"600207 ""MF, Drehstation Hub unten, Status 1 fehlt""";"600207 ""MF, Drehstation Hub unten, Status 1 fehlt""";""
"600208 ""MF, Teleskopachse Grundstellung, Status 1 fehlt""";"600208 ""MF, Teleskopachse Grundstellung, Status 1 fehlt""";""
"600209 ""MF, Kein Auftrag aktiv, Status 1 fehlt""";"600209 ""MF, Kein Auftrag aktiv, Status 1 fehlt""";""
"600210 ""MF, Drehstation in Position, Status 1 fehlt""";"600210 ""MF, Drehstation in Position, Status 1 fehlt""";""
"600211 ""MF, Hub oben oder unten, Status 1 fehlt""";"600211 ""MF, Hub oben oder unten, Status 1 fehlt""";""
"600212 ""MF, Rüstplatztüre vorn geschlossen, Status 1 fehlt""";"600212 ""MF, Rüstplatztüre vorn geschlossen, Status 1 fehlt""";""
"600213 ""MF, Rüstplatzt in Grundstellung, Status 1 fehlt""";"600213 ""MF, Rüstplatzt in Grundstellung, Status 1 fehlt""";""
"600214 ""MF, Palettenkonstellation Freigabe zum Ausfahren, Status 1 fehlt""";"600214 ""MF, Palettenkonstellation Freigabe zum Ausfahren, Status 1 fehlt""";""
"600215 ""MF, Teleskopachse positioniert (ein o ausgefahren), Status 1 fehlt""";"600215 ""MF, Teleskopachse positioniert (ein o ausgefahren), Status 1 fehlt""";""
"600300 ""MF, Palettenklemmung Rüstplatz gelöst, Status 1 fehlt""";"600300 ""MF, Palettenklemmung Rüstplatz gelöst, Status 1 fehlt""";""
"600301 ""MF, Rüstplatztüre hinten geschlossen, Status 1 fehlt""";"600301 ""MF, Rüstplatztüre hinten geschlossen, Status 1 fehlt""";""
"600302 ""MF, PNOZ Antriebsfreigabe für Palettenspeicher, Status 1 fehlt""";"600302 ""MF, PNOZ Antriebsfreigabe für Palettenspeicher, Status 1 fehlt""";""
"600303 ""MF, Hubachse im Bereich Ebene 0, Status 1 fehlt""";"600303 ""MF, Hubachse im Bereich Ebene 0, Status 1 fehlt""";""
"Identifikation der Funktion (Integer)";"Identifikation der Funktion (Integer)";""
"Maschinenparameter (Adresse)";"Maschinenparameter (Adresse)";""
"Dekade (Integer)";"Dekade (Integer)";""
"Wert (Integer)";"Wert (Integer)";""
"Rückgabewert (0= MP ist nicht gesetzt / 1= MP ist gesetzt)";"Rückgabewert (0= MP ist nicht gesetzt / 1= MP ist gesetzt)";""
"0";"0";""
" GUD-Variable";" GUD-Variable";""
" 24";" 24";""
" aus umrechnung Schwenkwinkel";" aus umrechnung Schwenkwinkel";""
" aus Messwert Verzoegerung";" aus Messwert Verzoegerung";""
" 36";" 36";""
" Werte der GUD-Variable ";" Werte der GUD-Variable ";""
" jeder FB5-Aufruf benötigt ein seperates Status-Wort ";" jeder FB5-Aufruf benötigt ein seperates Status-Wort ";""
" aktuelle Temperatur vom Sensor";" aktuelle Temperatur vom Sensor";""
" ueber IDS gerechnet	";" ueber IDS gerechnet	";""
" aus TEMP-Tabelle an NC";" aus TEMP-Tabelle an NC";""
" aus Drehzahl-Tabelle, anteiliger Wert ";" aus Drehzahl-Tabelle, anteiliger Wert ";""
"Takt RUN";"Takt RUN";""
"pos. Flanke Takt RUN";"pos. Flanke Takt RUN";""
"neg. Flanke Signal CTS";"neg. Flanke Signal CTS";""
"Wertübernahme";"Wertübernahme";""
"Startbit Mittelwertbildung";"Startbit Mittelwertbildung";""
"erster Eintrag nach Transmitter ok";"erster Eintrag nach Transmitter ok";""
"Zähler";"Zähler";""
"Zähler Mittelwertbildung";"Zähler Mittelwertbildung";""
"Wertspeicher ohne Wandlung ";"Wertspeicher ohne Wandlung ";""
"Temperatur in °C aktuell nach Wandlung";"Temperatur in °C aktuell nach Wandlung";""
"Mittelwert Temperatur in °C";"Mittelwert Temperatur in °C";""
"max.akz.Temperatursprung";"max.akz.Temperatursprung";""
"Klemmungstyp: 0=Standart, 1=neg. A, 2=neg. AE, 3=neg. E.";"Klemmungstyp: 0=Standart, 1=neg. A, 2=neg. AE, 3=neg. E.";""
"Achstyp: 0,1 Anzeige, 2=Permanent, 3=mit Klemmung";"Achstyp: 0,1 Anzeige, 2=Permanent, 3=mit Klemmung";""
"Zuweistung Klemmfunktion: 1=M10/11, 2=M22/23, 3=M32/33";"Zuweistung Klemmfunktion: 1=M10/11, 2=M22/23, 3=M32/33";""
"Freigabe Magazin drehen von Hand";"Freigabe Magazin drehen von Hand";""
" Start Zustände lesen";" Start Zustände lesen";""
" Magazin-Nr. Daten lesen";" Magazin-Nr. Daten lesen";""
" Platznummern oder Platzanzahl Daten lesen siehe Mode 0,1";" Platznummern oder Platzanzahl Daten lesen siehe Mode 0,1";""
" Daten gelesen  ";" Daten gelesen  ";""
" Fehler";" Fehler";""
" Warnung";" Warnung";""
" Fehler-Nummer";" Fehler-Nummer";""
" Flankenhilfsmerker Start";" Flankenhilfsmerker Start";""
" Flankenmerker Start";" Flankenmerker Start";""
" Eingang Req FB2 T-Nr. lesen";" Eingang Req FB2 T-Nr. lesen";""
" Ausgang Error FB2 T-Nr. lesen";" Ausgang Error FB2 T-Nr. lesen";""
" Ausgang NDR FB2 T-Nr. lesen";" Ausgang NDR FB2 T-Nr. lesen";""
" Eingang Req FB2 von WZ-Status lesen";" Eingang Req FB2 von WZ-Status lesen";""
" Ausgang Error FB2 von WZ-Status lesen";" Ausgang Error FB2 von WZ-Status lesen";""
" Ausgang NDR FB2 WZ-Status lesen";" Ausgang NDR FB2 WZ-Status lesen";""
" Eingang Req FB2 von Greifer-Status lesen";" Eingang Req FB2 von Greifer-Status lesen";""
" Ausgang Error FB2 von Greifer-Status lesen";" Ausgang Error FB2 von Greifer-Status lesen";""
" Ausgang NDR FB2 Greifer-Status lesen";" Ausgang NDR FB2 Greifer-Status lesen";""
" Magazindaten lesen ist abgeschlossen";" Magazindaten lesen ist abgeschlossen";""
" Werkzeugdaten lesen ist abgeschlossen";" Werkzeugdaten lesen ist abgeschlossen";""
"0= Mode 0, 1= Mode 1";"0= Mode 0, 1= Mode 1";""
"Werkzeugdaten Greifer/Spindel sind gleich";"Werkzeugdaten Greifer/Spindel sind gleich";""
"Anzahl zu lesende Daten";"Anzahl zu lesende Daten";""
"Zähler PLC-Zyklen nach Req bis NDR";"Zähler PLC-Zyklen nach Req bis NDR";""
" logische T-Nummer";" logische T-Nummer";""
" Größe nach links in Halbplätzen";" Größe nach links in Halbplätzen";""
" Größe nach rechts in Halbplätzen";" Größe nach rechts in Halbplätzen";""
" Ausgang State FB2 T-Nr. lesen   ";" Ausgang State FB2 T-Nr. lesen   ";""
" Ausgang State FB2 T-Nr. lesen gespeichert   ";" Ausgang State FB2 T-Nr. lesen gespeichert   ";""
" Ausgang State FB2 WZ-Status lesen  ";" Ausgang State FB2 WZ-Status lesen  ";""
" Ausgang State FB2 WZ-Status lesen gespeichert  ";" Ausgang State FB2 WZ-Status lesen gespeichert  ";""
" Spaltenadresse Magazin-Nr.";" Spaltenadresse Magazin-Nr.";""
" Zeilenadresse 1 logische T-Nummer";" Zeilenadresse 1 logische T-Nummer";""
" Zeilenadresse 1 Platzzustand";" Zeilenadresse 1 Platzzustand";""
" Zeilenadresse 2 logische T-Nummer";" Zeilenadresse 2 logische T-Nummer";""
" Zeilenadresse 2 Platzzustand";" Zeilenadresse 2 Platzzustand";""
" Zeilenadresse 3 logische T-Nummer";" Zeilenadresse 3 logische T-Nummer";""
" Zeilenadresse 3 Platzzustand";" Zeilenadresse 3 Platzzustand";""
" Zeilenadresse allgemeine Werkzeugdaten";" Zeilenadresse allgemeine Werkzeugdaten";""
"Bit 6 festplatzcodiert
 Magazinplatzdaten (TP) FB92(T-Nummer)";"Bit 6 festplatzcodiert
 Magazinplatzdaten (TP) FB92(T-Nummer)";""
" Allg.Werkzeugdaten (TD) FB92 (WZ-Grösse links)";" Allg.Werkzeugdaten (TD) FB92 (WZ-Grösse links)";""
" Allg.Werkzeugdaten (TD) FB92 (WZ-Grösse rechts)";" Allg.Werkzeugdaten (TD) FB92 (WZ-Grösse rechts)";""
"Klemmung geklemmt Druckerhoehung Tischklemmung";"Klemmung geklemmt Druckerhoehung Tischklemmung";""
"Maximale Spindeltemperatur 2: 0=aus >1=ein [0,1 Grad]";"Maximale Spindeltemperatur 2: 0=aus >1=ein [0,1 Grad]";""
"Maximale Spindeltemperatur 1: 0=aus >1=ein [0,1 Grad]";"Maximale Spindeltemperatur 1: 0=aus >1=ein [0,1 Grad]";""
"Abwahl Überwachung Motortemperatur Achse 4";"Abwahl Überwachung Motortemperatur Achse 4";""
"Freigabe Baustein";"Freigabe Baustein";""
"Messtaster bereit";"Messtaster bereit";""
"Batteriewarnung";"Batteriewarnung";""
"Blasluft Ein von Zyklus";"Blasluft Ein von Zyklus";""
"Spindel in Position -> Bereitsignal";"Spindel in Position -> Bereitsignal";""
"Start Messtaster";"Start Messtaster";""
"Blasluft Ein";"Blasluft Ein";""
"Stoerung";"Stoerung";""
"Stop Hauptachsen";"Stop Hauptachsen";""
"FM Spindel in Position";"FM Spindel in Position";""
"IM Spindel in Position";"IM Spindel in Position";""
"Option Batteriewarnung";"Option Batteriewarnung";""
"Messwz ist in Spindel";"Messwz ist in Spindel";""
"Voschubkorrektur, graycodiert";"Voschubkorrektur, graycodiert";""
"Roboter-Beladung: OHNE Programm-Kontrolle";"Roboter-Beladung: OHNE Programm-Kontrolle";""
"Roboter-Beladung: Programm-Uebergabe bei PW-Freigabe durch Roboter";"Roboter-Beladung: Programm-Uebergabe bei PW-Freigabe durch Roboter";""
"Rüstplatz ohne hyd. Klemmung und Hand Klemmung (FASTEMS)";"Rüstplatz ohne hyd. Klemmung und Hand Klemmung (FASTEMS)";""
"Bremsentest anfordern";"Bremsentest anfordern";""
"Zwangsdynamisierung anfordern";"Zwangsdynamisierung anfordern";""
"Hardware testen";"Hardware testen";""
"Fehler BT --> Bremse defekt";"Fehler BT --> Bremse defekt";""
"Fehler ZD Startbedingungen";"Fehler ZD Startbedingungen";""
"Fehler Zwangsdynamisierung";"Fehler Zwangsdynamisierung";""
"Fehler beim Bremsentest mit FC18";"Fehler beim Bremsentest mit FC18";""
"Fehler Nur 1 Eingang darf 1 sein";"Fehler Nur 1 Eingang darf 1 sein";""
"Fehler Test Freigabe Drehzahl ";"Fehler Test Freigabe Drehzahl ";""
"Fehler Test BA 2";"Fehler Test BA 2";""
"Fehler Test BA 3";"Fehler Test BA 3";""
"Fehler Test BA 4";"Fehler Test BA 4";""
"Anzahl der Arbeitsraumachsen";"Anzahl der Arbeitsraumachsen";""
"Anzahl der Werkzeugwechslerachsen";"Anzahl der Werkzeugwechslerachsen";""
"Achsnummer der Zusatzachse 1";"Achsnummer der Zusatzachse 1";""
"Achsnummer der Zusatzachse 2";"Achsnummer der Zusatzachse 2";""
"Achsnummer der Zusatzachse 3";"Achsnummer der Zusatzachse 3";""
"Achsnummer der Zusatzachse 4";"Achsnummer der Zusatzachse 4";""
"Achsnummer der Zusatzachse 5";"Achsnummer der Zusatzachse 5";""
"Achsnummer der Zusatzachse 6";"Achsnummer der Zusatzachse 6";""
"setup finished (SPL protection PLC)";"setup finished (SPL protection PLC)";""
"0= Stop D, 1=Stop E";"0= Stop D, 1=Stop E";""
"dummy not used";"dummy not used";""
"INSEP[01]  -- ";"INSEP[01]  -- ";""
"INSEP[02]  -- ";"INSEP[02]  -- ";""
"INSEP[03]  --";"INSEP[03]  --";""
"INSEP[04]  --";"INSEP[04]  --";""
"INSEP[05]  --";"INSEP[05]  --";""
"INSEP[06]  --";"INSEP[06]  --";""
"INSEP[07]  --";"INSEP[07]  --";""
"INSEP[08]  --";"INSEP[08]  --";""
"INSEP[09]  --";"INSEP[09]  --";""
"INSEP[10] -- ";"INSEP[10] -- ";""
"INSEP[11] -- ";"INSEP[11] -- ";""
"INSEP[12] -- ";"INSEP[12] -- ";""
"INSEP[13] -- ";"INSEP[13] -- ";""
"INSEP[14] -- ";"INSEP[14] -- ";""
"INSEP[15] -- ";"INSEP[15] -- ";""
"INSEP[16] --";"INSEP[16] --";""
"INSEP[17] --";"INSEP[17] --";""
"INSEP[18] -- ";"INSEP[18] -- ";""
"INSEP[19] --";"INSEP[19] --";""
"INSEP[20] --";"INSEP[20] --";""
"INSEP[21] -- ";"INSEP[21] -- ";""
"INSEP[22] -- ";"INSEP[22] -- ";""
"INSEP[23] -- ";"INSEP[23] -- ";""
"INSEP[24] -- ";"INSEP[24] -- ";""
"INSEP[25] -- ";"INSEP[25] -- ";""
"INSEP[26] -- ";"INSEP[26] -- ";""
"INSEP[27] --";"INSEP[27] --";""
"INSEP[28] --";"INSEP[28] --";""
"INSEP[29] --";"INSEP[29] --";""
"INSEP[30] --";"INSEP[30] --";""
"INSEP[31] --";"INSEP[31] --";""
"INSEP[32] --";"INSEP[32] --";""
"INSEP[33] --";"INSEP[33] --";""
"INSEP[34] --";"INSEP[34] --";""
"INSEP[35] --";"INSEP[35] --";""
"INSEP[36] --";"INSEP[36] --";""
"INSEP[37] --";"INSEP[37] --";""
"INSEP[38] --";"INSEP[38] --";""
"INSEP[39] --";"INSEP[39] --";""
"INSEP[40] --";"INSEP[40] --";""
"INSEP[41] --";"INSEP[41] --";""
"INSEP[42] --";"INSEP[42] --";""
"INSEP[43] --";"INSEP[43] --";""
"INSEP[44] --";"INSEP[44] --";""
"INSEP[45] --";"INSEP[45] --";""
"INSEP[46] --";"INSEP[46] --";""
"INSEP[47] --";"INSEP[47] --";""
"INSEP[48] --";"INSEP[48] --";""
"INSEP[49] --";"INSEP[49] --";""
"INSEP[50] --";"INSEP[50] --";""
"INSEP[51] --";"INSEP[51] --";""
"INSEP[52] --";"INSEP[52] --";""
"INSEP[53] --";"INSEP[53] --";""
"INSEP[54] --";"INSEP[54] --";""
"INSEP[55] --";"INSEP[55] --";""
"INSEP[56] --";"INSEP[56] --";""
"INSEP[57] --";"INSEP[57] --";""
"INSEP[58] --";"INSEP[58] --";""
"INSEP[59] --";"INSEP[59] --";""
"INSEP[60] --";"INSEP[60] --";""
"INSEP[61] --";"INSEP[61] --";""
"INSEP[62] --";"INSEP[62] --";""
"INSEP[63] --";"INSEP[63] --";""
"INSEP[64] --";"INSEP[64] --";""
"OUTSEP[01]  --           ";"OUTSEP[01]  --           ";""
"OUTSEP[02]  --           ";"OUTSEP[02]  --           ";""
"OUTSEP[03]  --           ";"OUTSEP[03]  --           ";""
"OUTSEP[04]  --           ";"OUTSEP[04]  --           ";""
"OUTSEP[05]  --           ";"OUTSEP[05]  --           ";""
"OUTSEP[06]  --           ";"OUTSEP[06]  --           ";""
"OUTSEP[07]  --           ";"OUTSEP[07]  --           ";""
"OUTSEP[08]  --           ";"OUTSEP[08]  --           ";""
"OUTSEP[09]  --           ";"OUTSEP[09]  --           ";""
"OUTSEP[10] --            ";"OUTSEP[10] --            ";""
"OUTSEP[11] --            ";"OUTSEP[11] --            ";""
"OUTSEP[12] --            ";"OUTSEP[12] --            ";""
"OUTSEP[13] --            ";"OUTSEP[13] --            ";""
"OUTSEP[14] --            ";"OUTSEP[14] --            ";""
"OUTSEP[15] --            ";"OUTSEP[15] --            ";""
"OUTSEP[16] --            ";"OUTSEP[16] --            ";""
"OUTSEP[17] --            ";"OUTSEP[17] --            ";""
"OUTSEP[18] --            ";"OUTSEP[18] --            ";""
"OUTSEP[19] --            ";"OUTSEP[19] --            ";""
"OUTSEP[20] --            ";"OUTSEP[20] --            ";""
"OUTSEP[21] --            ";"OUTSEP[21] --            ";""
"OUTSEP[22] --               ";"OUTSEP[22] --               ";""
"OUTSEP[23] --               ";"OUTSEP[23] --               ";""
"OUTSEP[24] --";"OUTSEP[24] --";""
"OUTSEP[25] --";"OUTSEP[25] --";""
"OUTSEP[26] --";"OUTSEP[26] --";""
"OUTSEP[27] --";"OUTSEP[27] --";""
"OUTSEP[28] --";"OUTSEP[28] --";""
"OUTSEP[29] --";"OUTSEP[29] --";""
"OUTSEP[30] --";"OUTSEP[30] --";""
"OUTSEP[31] --";"OUTSEP[31] --";""
"OUTSEP[32] --";"OUTSEP[32] --";""
"OUTSEP[33] --";"OUTSEP[33] --";""
"OUTSEP[34] --";"OUTSEP[34] --";""
"OUTSEP[35] --";"OUTSEP[35] --";""
"OUTSEP[36] --";"OUTSEP[36] --";""
"OUTSEP[37] --";"OUTSEP[37] --";""
"OUTSEP[38] --";"OUTSEP[38] --";""
"OUTSEP[39] --";"OUTSEP[39] --";""
"OUTSEP[40] --";"OUTSEP[40] --";""
"OUTSEP[41] --";"OUTSEP[41] --";""
"OUTSEP[42] --";"OUTSEP[42] --";""
"OUTSEP[43] --";"OUTSEP[43] --";""
"OUTSEP[44] --";"OUTSEP[44] --";""
"OUTSEP[45] --";"OUTSEP[45] --";""
"OUTSEP[46] --";"OUTSEP[46] --";""
"OUTSEP[47] --";"OUTSEP[47] --";""
"OUTSEP[48] --";"OUTSEP[48] --";""
"OUTSEP[49] --";"OUTSEP[49] --";""
"OUTSEP[50] --";"OUTSEP[50] --";""
"OUTSEP[51] --";"OUTSEP[51] --";""
"OUTSEP[52] --";"OUTSEP[52] --";""
"OUTSEP[53] --";"OUTSEP[53] --";""
"OUTSEP[54] --";"OUTSEP[54] --";""
"OUTSEP[55] --";"OUTSEP[55] --";""
"OUTSEP[56] --";"OUTSEP[56] --";""
"OUTSEP[57] --";"OUTSEP[57] --";""
"OUTSEP[58] --";"OUTSEP[58] --";""
"OUTSEP[59] --";"OUTSEP[59] --";""
"OUTSEP[60] --";"OUTSEP[60] --";""
"OUTSEP[61] --";"OUTSEP[61] --";""
"OUTSEP[62] --";"OUTSEP[62] --";""
"OUTSEP[63] --";"OUTSEP[63] --";""
"OUTSEP[64] --";"OUTSEP[64] --";""
"INSIP[01]  --";"INSIP[01]  --";""
"INSIP[02]  --";"INSIP[02]  --";""
"INSIP[03]  --";"INSIP[03]  --";""
"INSIP[04]  --";"INSIP[04]  --";""
"INSIP[05]  --";"INSIP[05]  --";""
"INSIP[06]  --";"INSIP[06]  --";""
"INSIP[07]  --";"INSIP[07]  --";""
"INSIP[08]  --";"INSIP[08]  --";""
"INSIP[09]  --";"INSIP[09]  --";""
"INSIP[10] --";"INSIP[10] --";""
"INSIP[11] --";"INSIP[11] --";""
"INSIP[12] --";"INSIP[12] --";""
"INSIP[13] --";"INSIP[13] --";""
"INSIP[14] --";"INSIP[14] --";""
"INSIP[15] --";"INSIP[15] --";""
"INSIP[16] --";"INSIP[16] --";""
"INSIP[17] --";"INSIP[17] --";""
"INSIP[18] --";"INSIP[18] --";""
"INSIP[19] --";"INSIP[19] --";""
"INSIP[20] --";"INSIP[20] --";""
"INSIP[21] --";"INSIP[21] --";""
"INSIP[22] --";"INSIP[22] --";""
"INSIP[23] --";"INSIP[23] --";""
"INSIP[24] --";"INSIP[24] --";""
"INSIP[25] --";"INSIP[25] --";""
"INSIP[26] --";"INSIP[26] --";""
"INSIP[27] --";"INSIP[27] --";""
"INSIP[28] --";"INSIP[28] --";""
"INSIP[29] --";"INSIP[29] --";""
"INSIP[30] --";"INSIP[30] --";""
"INSIP[31] --";"INSIP[31] --";""
"INSIP[32] --";"INSIP[32] --";""
"INSIP[33] --";"INSIP[33] --";""
"INSIP[34] --";"INSIP[34] --";""
"INSIP[35] --";"INSIP[35] --";""
"INSIP[36] --";"INSIP[36] --";""
"INSIP[37] --";"INSIP[37] --";""
"INSIP[38] --";"INSIP[38] --";""
"INSIP[39] --";"INSIP[39] --";""
"INSIP[40] --";"INSIP[40] --";""
"INSIP[41] --";"INSIP[41] --";""
"INSIP[42] --";"INSIP[42] --";""
"INSIP[43] --";"INSIP[43] --";""
"INSIP[44] --";"INSIP[44] --";""
"INSIP[45] --";"INSIP[45] --";""
"INSIP[46] --";"INSIP[46] --";""
"INSIP[47] --";"INSIP[47] --";""
"INSIP[48] --";"INSIP[48] --";""
"INSIP[49] --";"INSIP[49] --";""
"INSIP[50] --";"INSIP[50] --";""
"INSIP[51] --";"INSIP[51] --";""
"INSIP[52] --";"INSIP[52] --";""
"INSIP[53] --";"INSIP[53] --";""
"INSIP[54] --";"INSIP[54] --";""
"INSIP[55] --";"INSIP[55] --";""
"INSIP[56] --";"INSIP[56] --";""
"INSIP[57] --";"INSIP[57] --";""
"INSIP[58] --";"INSIP[58] --";""
"INSIP[59] --";"INSIP[59] --";""
"INSIP[60] --";"INSIP[60] --";""
"INSIP[61] --";"INSIP[61] --";""
"INSIP[62] --";"INSIP[62] --";""
"INSIP[63] --";"INSIP[63] --";""
"INSIP[64] --";"INSIP[64] --";""
"OUTSIP[01]  --";"OUTSIP[01]  --";""
"OUTSIP[02]  --";"OUTSIP[02]  --";""
"OUTSIP[03]  --";"OUTSIP[03]  --";""
"OUTSIP[04]  --";"OUTSIP[04]  --";""
"OUTSIP[05]  --";"OUTSIP[05]  --";""
"OUTSIP[06]  --";"OUTSIP[06]  --";""
"OUTSIP[07]  --";"OUTSIP[07]  --";""
"OUTSIP[08]  --";"OUTSIP[08]  --";""
"OUTSIP[09]  --";"OUTSIP[09]  --";""
"OUTSIP[10] --";"OUTSIP[10] --";""
"OUTSIP[11] --";"OUTSIP[11] --";""
"OUTSIP[12] --";"OUTSIP[12] --";""
"OUTSIP[13] --";"OUTSIP[13] --";""
"OUTSIP[14] --";"OUTSIP[14] --";""
"OUTSIP[15] --";"OUTSIP[15] --";""
