"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
" nur bei getaktetem Magazin";" nur bei getaktetem Magazin";""
" dann Magazin stoppen und neu Anfordern";" dann Magazin stoppen und neu Anfordern";""
" Bei Reset und das Magazin läuft wird ";" Bei Reset und das Magazin läuft wird ";""
"      U     #EA_MAG_Start               // ein Stop ausgegeben um";"      U     #EA_MAG_Start               // ein Stop ausgegeben um";""
"      U     #EA_Mag_Laeuft              // am nächsten Platz anzuhalten";"      U     #EA_Mag_Laeuft              // am nächsten Platz anzuhalten";""
"-----------------Aktion---------------";"-----------------Aktion---------------";""
"----------------Ereignis---------------";"----------------Ereignis---------------";""
" zum Start und die Anforderungskette auch neu Starten";" zum Start und die Anforderungskette auch neu Starten";""
" Anzeigelampe Warten auf Quittierung";" Anzeigelampe Warten auf Quittierung";""
"Anforderung umsetzen";"Anforderung umsetzen";""
"---Reset----------------------------------------------";"---Reset----------------------------------------------";""
"Reset-Taste soll nicht beim...";"Reset-Taste soll nicht beim...";""
"... umsortieren wirken...";"... umsortieren wirken...";""
"..dafür wird WzwReset verwendet";"..dafür wird WzwReset verwendet";""
" Entladen aus Zwischengreifer bei ShopMill";" Entladen aus Zwischengreifer bei ShopMill";""
" Anforderung Beladen aus NC";" Anforderung Beladen aus NC";""
" Anforderung Entladen";" Anforderung Entladen";""
" Anforderung umsetzen mit Bewegung";" Anforderung umsetzen mit Bewegung";""
"----Kette laeuft------------------------------------";"----Kette laeuft------------------------------------";""
" T-Befehl laeuft";" T-Befehl laeuft";""
"T-Befehl laeuft bei vert.Mag";"T-Befehl laeuft bei vert.Mag";""
" Mag fertig  M160.3";" Mag fertig  M160.3";""
" M 170.2";" M 170.2";""
" Magazinanforderung";" Magazinanforderung";""
" Anforderung Beladen";" Anforderung Beladen";""
" Anforderung Positionieren";" Anforderung Positionieren";""
"---(1)--- umspeichern -----------------------------------------";"---(1)--- umspeichern -----------------------------------------";""
"---(1a)--- umspeichern mit Bewegung ---------------------------";"---(1a)--- umspeichern mit Bewegung ---------------------------";""
"Vorbedingungen für umspeichern mit Bewegung";"Vorbedingungen für umspeichern mit Bewegung";""
"---(1ac)--- Umsetzen Abbruch wenn ChanActive/kein ChanReset -----------";"---(1ac)--- Umsetzen Abbruch wenn ChanActive/kein ChanReset -----------";""
"Abbrechen, sonst bleibt ""TMLoadIF"".IF[1].Reloading log.1";"Abbrechen, sonst bleibt ""TMLoadIF"".IF[1].Reloading log.1";""
"und das Umsetzen beginnt nach Prg.Ende";"und das Umsetzen beginnt nach Prg.Ende";""
"---(1ac)---------------------------------------------------------------";"---(1ac)---------------------------------------------------------------";""
"---(1aa)--- SrKette FB_TM_TBef.reset wenn nicht im Sr0 ----------------";"---(1aa)--- SrKette FB_TM_TBef.reset wenn nicht im Sr0 ----------------";""
"Zustand SrKette nach Txx M30 wenn Wz bereits in Spi.(Wz vorbereiten)";"Zustand SrKette nach Txx M30 wenn Wz bereits in Spi.(Wz vorbereiten)";""
"Zustand SrKette nach T0 M30 wenn Wz in Spi.";"Zustand SrKette nach T0 M30 wenn Wz in Spi.";""
"Wz in Spindel";"Wz in Spindel";""
"---(1aa)---------------------------------------------------------------";"---(1aa)---------------------------------------------------------------";""
"---(1ab)--- FB_TM_TBef.ist in Schritt 0 -------------------------------";"---(1ab)--- FB_TM_TBef.ist in Schritt 0 -------------------------------";""
"nach Reset so lange warten bis ""TMLoadIF"".IF[1].Reloading zurückgesetzt ist";"nach Reset so lange warten bis ""TMLoadIF"".IF[1].Reloading zurückgesetzt ist";""
"---(1ab)---------------------------------------------------------------";"---(1ab)---------------------------------------------------------------";""
"---(1a)--------------------------------------------------------";"---(1a)--------------------------------------------------------";""
"---(1b)--- umspeichern ohne Bewegung --------------------------";"---(1b)--- umspeichern ohne Bewegung --------------------------";""
"---(1b)--------------------------------------------------------";"---(1b)--------------------------------------------------------";""
"---(1)---------------------------------------------------------";"---(1)---------------------------------------------------------";""
" warten auf Magazin frei";" warten auf Magazin frei";""
" laden in Zwischenspeicher";" laden in Zwischenspeicher";""
" InPos";" InPos";""
" M 160.1 Warten auf Magazin Fertig";" M 160.1 Warten auf Magazin Fertig";""
" Magsperre von TDS";" Magsperre von TDS";""
" M 160.1";" M 160.1";""
" M160.0";" M160.0";""
" Entladen über TDS";" Entladen über TDS";""
"     ""M_Request_TDS""             // Start TDS";"     ""M_Request_TDS""             // Start TDS";""
" Reset Quittiermerker";" Reset Quittiermerker";""
" Entladen aus Zwischenspeicher";" Entladen aus Zwischenspeicher";""
" Warten auf Magazin Fertig";" Warten auf Magazin Fertig";""
" Start TDS";" Start TDS";""
" M 160.1 Magazin fertig";" M 160.1 Magazin fertig";""
" 2. Dekade auswerten";" 2. Dekade auswerten";""
" 1. Dekade auswerten";" 1. Dekade auswerten";""
"Signale sind invertiert";"Signale sind invertiert";""
" Filterverschmutzung führt erst nach 48 Stunden zum Fehler";" Filterverschmutzung führt erst nach 48 Stunden zum Fehler";""
"OP32S";"OP32S";""
"spindle number";"spindle number";""
" Gewindebohren";" Gewindebohren";""
" 9.7.01 SCH: Stop auch in BA Jog wenn die Spindel lief";" 9.7.01 SCH: Stop auch in BA Jog wenn die Spindel lief";""
" 07.06.01 SCH: Nur bei eingeschalteter Maschine sonst lief die Spindel sofort nach schliessen der Tuer an";" 07.06.01 SCH: Nur bei eingeschalteter Maschine sonst lief die Spindel sofort nach schliessen der Tuer an";""
" SCH 17.11.04, auf bei Spindel Halt Kanal die NC-Stoppen";" SCH 17.11.04, auf bei Spindel Halt Kanal die NC-Stoppen";""
"spindle right";"spindle right";""
"spindle left";"spindle left";""
"spindle stopped";"spindle stopped";""
"""DB_ACHS7_WZM"".MX_Ax_Leistung_Aktiv";"""DB_ACHS7_WZM"".MX_Ax_Leistung_Aktiv";""
"""DB_ACHS7_WZM"".M_Ax_Pos_Lesen_Fertig";"""DB_ACHS7_WZM"".M_Ax_Pos_Lesen_Fertig";""
" ""DB_Achse7_DB37"".A_ORactive";" ""DB_Achse7_DB37"".A_ORactive";""
"""DB_Achs7"".MR_IstPosition    // #TR_Geschwindigkeit";"""DB_Achs7"".MR_IstPosition    // #TR_Geschwindigkeit";""
"#Tx_dummy_7";"#Tx_dummy_7";""
"Anwahl Vibrationssensor";"Anwahl Vibrationssensor";""
" Umwandlung des Eingangswortes in einen Spannungswert (0....10 V)";" Umwandlung des Eingangswortes in einen Spannungswert (0....10 V)";""
" Umwandlung der Spindel-Istdrehzahl in ein Ausgangswort (0....3278)";" Umwandlung der Spindel-Istdrehzahl in ein Ausgangswort (0....3278)";""
" Ist-Drehzahl als analoge Spannung";" Ist-Drehzahl als analoge Spannung";""
" Offset (1382 = 0,5 V)";" Offset (1382 = 0,5 V)";""
" ""DB_Vibs_Schnittstelle"".Spindellast1";" ""DB_Vibs_Schnittstelle"".Spindellast1";""
"  U     #T_Done_FB2_1               // immer wenn nicht Ready dann wird ";"  U     #T_Done_FB2_1               // immer wenn nicht Ready dann wird ";""
"  =     M    147.1                  //""M_NCVar_lesen_Ready""       // Request neu gesetzt --> in FC150";"  =     M    147.1                  //""M_NCVar_lesen_Ready""       // Request neu gesetzt --> in FC150";""
"""M_NCVar_lesen_Request"" ";"""M_NCVar_lesen_Request"" ";""
" 3600                        // 3600mV";" 3600                        // 3600mV";""
" Gelber Bereich   3,6V bis 5,84V";" Gelber Bereich   3,6V bis 5,84V";""
" 5840                        //5840mV";" 5840                        //5840mV";""
" Roter Bereich  5,84V bis 7,12V";" Roter Bereich  5,84V bis 7,12V";""
"7120                        //7120mV";"7120                        //7120mV";""
" Extremer Bereich Über 7,12V";" Extremer Bereich Über 7,12V";""
"-----Reaktionsart und Dauer im Roten(3) Bereich----------------------------";"-----Reaktionsart und Dauer im Roten(3) Bereich----------------------------";""
"Konstante Fehlerart =1-->Meldung,=0-->Fehler";"Konstante Fehlerart =1-->Meldung,=0-->Fehler";""
"---Dauer_vorheriger_Bereich Vibration----------------------------";"---Dauer_vorheriger_Bereich Vibration----------------------------";""
"Spindellast";"Spindellast";""
" in mVolt";" in mVolt";""
" runden";" runden";""
"Bei linkslauf negieren, um pos. ";"Bei linkslauf negieren, um pos. ";""
"           Vorzeichen zu erhalten";"           Vorzeichen zu erhalten";""
"      RND   ";"      RND   ";""
"Auslastung Hauptspindel";"Auslastung Hauptspindel";""
"----------Nennmoment 2-50%-------------------------------";"----------Nennmoment 2-50%-------------------------------";""
"Max-Drehzahl -14%";"Max-Drehzahl -14%";""
"Max-Drehzahl -55%";"Max-Drehzahl -55%";""
"Max-Drehzahl -100%";"Max-Drehzahl -100%";""
"----------Nennmoment<100%-------------------------------";"----------Nennmoment<100%-------------------------------";""
"----------Nennmoment>100%-------------------------------";"----------Nennmoment>100%-------------------------------";""
"---------------------------------------------------------";"---------------------------------------------------------";""
"Dauer_vorheriger_Bereich Spindellast";"Dauer_vorheriger_Bereich Spindellast";""
"Spindel rechts";"Spindel rechts";""
"Spindel links";"Spindel links";""
" ""M_5_ter_OB1_Zyklus""";" ""M_5_ter_OB1_Zyklus""";""
"Window ausschalten";"Window ausschalten";""
"Window ausblenden wenn Shopmill geladen wird";"Window ausblenden wenn Shopmill geladen wird";""
" IBIS System";" IBIS System";""
"-------------------------------------------------------------------------";"-------------------------------------------------------------------------";""
" IFM System";" IFM System";""
" Referenzmessung Stop";" Referenzmessung Stop";""
" Meldung Referenzlauf aktiv";" Meldung Referenzlauf aktiv";""
" Referenzlauf beendet";" Referenzlauf beendet";""
" Rücksetzen/Neustart des Zeitintervalls für Spindelreferenzlauf";" Rücksetzen/Neustart des Zeitintervalls für Spindelreferenzlauf";""
" Referenzlauf fehlgeschlagen";" Referenzlauf fehlgeschlagen";""
" Referenzlauf länger 1 Minute --> Fehler";" Referenzlauf länger 1 Minute --> Fehler";""
" Überwachung des Zeitintervalls";" Überwachung des Zeitintervalls";""
" Meldung Referenzlauf sollte gestartet werden";" Meldung Referenzlauf sollte gestartet werden";""
"""DB_IN"".EMX_RPL_Pal_mit_NPSpS; ";"""DB_IN"".EMX_RPL_Pal_mit_NPSpS; ";""
"      FP    ""DB_HR"".ROB_Interface.HM_PI_M3";"      FP    ""DB_HR"".ROB_Interface.HM_PI_M3";""
"      U     ""DB_HR"".vonROB.Bef_RPT_oeffnen";"      U     ""DB_HR"".vonROB.Bef_RPT_oeffnen";""
"      FP    ""DB_HR"".ROB_Interface.HM_PI_M2";"      FP    ""DB_HR"".ROB_Interface.HM_PI_M2";""
"      U     ""DB_HR"".vonROB.Bef_PW_FG";"      U     ""DB_HR"".vonROB.Bef_PW_FG";""
"falsche Eingabe";"falsche Eingabe";""
" Initialisieren";" Initialisieren";""
" Wenn erster Wert in der Tabelle Null ist!!";" Wenn erster Wert in der Tabelle Null ist!!";""
"Tabelle 1:";"Tabelle 1:";""
"grenze 100grd Fehler??";"grenze 100grd Fehler??";""
" M     52.3 INIT_OK";" M     52.3 INIT_OK";""
"kein Schritt aktiv";"kein Schritt aktiv";""
"-----------------------------";"-----------------------------";""
" alte MSTT";" alte MSTT";""
"  340ger Maschine";"  340ger Maschine";""
"Bei nicht aktiver Vorsatzspindel zweite Tabelle auf Null schreiben ";"Bei nicht aktiver Vorsatzspindel zweite Tabelle auf Null schreiben ";""
" Korrekturdaten (Hydr. Kopf) werden direkt in Tempkomp.spf beschrieben KEE";" Korrekturdaten (Hydr. Kopf) werden direkt in Tempkomp.spf beschrieben KEE";""
"      T     ""DB_NC_PLC"".PLC_Drehzahl_Offset";"      T     ""DB_NC_PLC"".PLC_Drehzahl_Offset";""
"      T     ""DB_NC_PLC"".PLC_Offset_1";"      T     ""DB_NC_PLC"".PLC_Offset_1";""
"      T     ""DB_NC_PLC"".PLC_Offset_2";"      T     ""DB_NC_PLC"".PLC_Offset_2";""
" schreiben zum NCK";" schreiben zum NCK";""
"""I_VSP_TEMP""";"""I_VSP_TEMP""";""
"    L     PEB  430";"    L     PEB  430";""
"    L     PEB  431";"    L     PEB  431";""
"    L     PEB  432";"    L     PEB  432";""
"    L     PEB  433";"    L     PEB  433";""
"    L     PEB  434";"    L     PEB  434";""
"    L     PEB  435";"    L     PEB  435";""
"    L     PEB  436";"    L     PEB  436";""
"    L     PEB  437";"    L     PEB  437";""
"    L     PEB  438";"    L     PEB  438";""
"    L     PEB  439";"    L     PEB  439";""
"    L     PEB  440";"    L     PEB  440";""
"    L     PEB  441";"    L     PEB  441";""
"    L     PEB  442";"    L     PEB  442";""
"    L     PEB  443";"    L     PEB  443";""
"    L     PEB  444";"    L     PEB  444";""
"    L     PEB  445";"    L     PEB  445";""
"    L     PEB  446";"    L     PEB  446";""
"    L     PEB  447";"    L     PEB  447";""
"    L     PEB  448";"    L     PEB  448";""
"    L     PEB  449";"    L     PEB  449";""
"    L     PEB  450";"    L     PEB  450";""
"    L     PEB  451";"    L     PEB  451";""
"    L     PEB  452";"    L     PEB  452";""
"    L     PEB  453";"    L     PEB  453";""
"    L     PEB  454";"    L     PEB  454";""
"    L     PEB  455";"    L     PEB  455";""
"    L     PEB  456";"    L     PEB  456";""
"    T     PAB  430";"    T     PAB  430";""
"    T     PAB  431";"    T     PAB  431";""
"    T     PAB  432";"    T     PAB  432";""
"    T     PAB  433";"    T     PAB  433";""
"    T     PAB  434";"    T     PAB  434";""
"    T     PAB  435";"    T     PAB  435";""
"    T     PAB  436";"    T     PAB  436";""
"    T     PAB  437";"    T     PAB  437";""
"    T     PAB  438";"    T     PAB  438";""
"    T     PAB  439";"    T     PAB  439";""
"    T     PAB  440";"    T     PAB  440";""
"    T     PAB  441";"    T     PAB  441";""
"    T     PAB  442";"    T     PAB  442";""
"    T     PAB  443";"    T     PAB  443";""
"    T     PAB  444";"    T     PAB  444";""
"    T     PAB  445";"    T     PAB  445";""
"    T     PAB  446";"    T     PAB  446";""
"    T     PAB  447";"    T     PAB  447";""
"    T     PAB  448";"    T     PAB  448";""
"    T     PAB  449";"    T     PAB  449";""
"    T     PAB  450";"    T     PAB  450";""
"    T     PAB  451";"    T     PAB  451";""
"    T     PAB  452";"    T     PAB  452";""
"    T     PAB  453";"    T     PAB  453";""
"    T     PAB  454";"    T     PAB  454";""
"    T     PAB  455";"    T     PAB  455";""
"    T     PAB  456";"    T     PAB  456";""
"    T     PAB  457";"    T     PAB  457";""
"    T     PAB  458";"    T     PAB  458";""
"    T     PAB  459";"    T     PAB  459";""
"    T     PAB  460";"    T     PAB  460";""
"    T     PAB  461";"    T     PAB  461";""
"    T     PAB  462";"    T     PAB  462";""
"    T     PAB  463";"    T     PAB  463";""
"    T     PAB  464";"    T     PAB  464";""
"X achse Steigung";"X achse Steigung";""
"      UN    ""DB_SIEM_NCK"".E_SystemInchDim; ";"      UN    ""DB_SIEM_NCK"".E_SystemInchDim; ";""
"      SPB   ninx; ";"      SPB   ninx; ";""
"      L     2.540000e+001; ";"      L     2.540000e+001; ";""
"      /R    ; ";"      /R    ; ";""
"Y achse Steigung";"Y achse Steigung";""
"      SPB   niny; ";"      SPB   niny; ";""
"Z achse Steigung";"Z achse Steigung";""
"    SPB   ninz; ";"    SPB   ninz; ";""
"  ""M_SAFE_SPI_SYNC_STOPC_FM""";"  ""M_SAFE_SPI_SYNC_STOPC_FM""";""
"  ""M_SAFE_SPI_SYNC_STOPC_IM""";"  ""M_SAFE_SPI_SYNC_STOPC_IM""";""
" STOP A/B aktiv";" STOP A/B aktiv";""
" STOP C aktiv";" STOP C aktiv";""
" STOP D aktiv";" STOP D aktiv";""
" Fehler von ER Modul Überwachung";" Fehler von ER Modul Überwachung";""
" Kein Stop Hauptachsen";" Kein Stop Hauptachsen";""
" Kein Stop Spindel";" Kein Stop Spindel";""
" Negative Flanke von den Sonder BA's Stop Hauptachsen + Spindel";" Negative Flanke von den Sonder BA's Stop Hauptachsen + Spindel";""
" ZD steht an an WZW";" ZD steht an an WZW";""
" Anf entriegeln";" Anf entriegeln";""
" durch M-Fkt. im WZW";" durch M-Fkt. im WZW";""
" durch Taste Türe entriegeln";" durch Taste Türe entriegeln";""
" Zwangsdynamisierung überspringen  bei IBS";" Zwangsdynamisierung überspringen  bei IBS";""
" Zwangsdynamisierung überspringen  wenn Bremse defekt";" Zwangsdynamisierung überspringen  wenn Bremse defekt";""
" Schwenken aktiv";" Schwenken aktiv";""
" Sperre Entriegeln";" Sperre Entriegeln";""
" = Meldung Bremsentest im geschwenkten Zustand nicht möglich";" = Meldung Bremsentest im geschwenkten Zustand nicht möglich";""
" Taste entriegeln";" Taste entriegeln";""
" = Meldung Bremsentest in BAG REF nicht möglich";" = Meldung Bremsentest in BAG REF nicht möglich";""
" *** Schritt 2 ZD MASCHINE: HW-Testen  mit Anf Tuer öffnen  bzw. Leerschritt *****************";" *** Schritt 2 ZD MASCHINE: HW-Testen  mit Anf Tuer öffnen  bzw. Leerschritt *****************";""
" *** Schritt 3  ZD MASCHINE: Bremsentest vertikale Achse anstossen wenn HW-Test ok *************************";" *** Schritt 3  ZD MASCHINE: Bremsentest vertikale Achse anstossen wenn HW-Test ok *************************";""
" maximal 3 sec überbrücken";" maximal 3 sec überbrücken";""
" *** Schritt 4 ZD MASCHINE: Bremsentest Kopf-Achse *************************************************";" *** Schritt 4 ZD MASCHINE: Bremsentest Kopf-Achse *************************************************";""
"*** Schritt 5 ZD MASCHINE: Zwangsdynamisierung anstossen, wenn BT fertig **************************";"*** Schritt 5 ZD MASCHINE: Zwangsdynamisierung anstossen, wenn BT fertig **************************";""
" Zwangsdynamisierung Bereich Maschine (Arbeitsraum/WZW/PW)";" Zwangsdynamisierung Bereich Maschine (Arbeitsraum/WZW/PW)";""
" Anfordeung Bremsentest";" Anfordeung Bremsentest";""
" Anforderung Bremsentest B/A - Achse";" Anforderung Bremsentest B/A - Achse";""
" Anforderung Test-Stop";" Anforderung Test-Stop";""
" Anforderung HW-Test";" Anforderung HW-Test";""
"""DB_FehlerMeldung_DB102"".SAFE_WARN._701456_BT_Error_FC18";"""DB_FehlerMeldung_DB102"".SAFE_WARN._701456_BT_Error_FC18";""
" *** Schritt 6 ZD MASCHINE: Zwangsdynamisierung Fertig ohne Fehler **********************************";" *** Schritt 6 ZD MASCHINE: Zwangsdynamisierung Fertig ohne Fehler **********************************";""
" ZD laeuft";" ZD laeuft";""
" Ax-Überwachung ausblenden";" Ax-Überwachung ausblenden";""
" Anforderung Quittieren";" Anforderung Quittieren";""
" Taste ""repariert"" einblenden";" Taste ""repariert"" einblenden";""
" Quittierung vom Servicemann";" Quittierung vom Servicemann";""
" Not-Aus wegen Bremse Z";" Not-Aus wegen Bremse Z";""
" Not-Aus wegen Bremse Kopf-Achse";" Not-Aus wegen Bremse Kopf-Achse";""
" Optionsbit";" Optionsbit";""
" Bei Vorgabe 0 kein Zwangsdynamisierung beim Werkzeugwechsel";" Bei Vorgabe 0 kein Zwangsdynamisierung beim Werkzeugwechsel";""
" Zwangsdynamisierung überspringen  bei fehlender Startbedingung";" Zwangsdynamisierung überspringen  bei fehlender Startbedingung";""
" Reset Türe zuhalten";" Reset Türe zuhalten";""
" = Meldung Bremsentest bei ausgefahrener Transportachse nicht möglich";" = Meldung Bremsentest bei ausgefahrener Transportachse nicht möglich";""
" = Meldung Bremsentest bei Vorschub-Halt Kanal nicht möglich";" = Meldung Bremsentest bei Vorschub-Halt Kanal nicht möglich";""
" *** Schritt 2 ZD PS: HW-Testen  mit Anf Tuer öffnen  bzw. Leerschritt *****************";" *** Schritt 2 ZD PS: HW-Testen  mit Anf Tuer öffnen  bzw. Leerschritt *****************";""
" *** Schritt 3  ZD PS: Bremsentest Hub-Achse anstossen wenn HW-Test ok *************************";" *** Schritt 3  ZD PS: Bremsentest Hub-Achse anstossen wenn HW-Test ok *************************";""
" *** Schritt 4 ZD PS: Bremsentest Reserve-Achse *************************************************";" *** Schritt 4 ZD PS: Bremsentest Reserve-Achse *************************************************";""
"*** Schritt 5 ZD PS: Zwangsdynamisierung anstossen, wenn BT fertig **************************";"*** Schritt 5 ZD PS: Zwangsdynamisierung anstossen, wenn BT fertig **************************";""
"Hier Fehlermeldung von zweiter Bereichsbremse wenn vorhanden";"Hier Fehlermeldung von zweiter Bereichsbremse wenn vorhanden";""
" Zwangsdynamisierung Bereich Palettenspeicher (PS/PW)";" Zwangsdynamisierung Bereich Palettenspeicher (PS/PW)";""
" *** Schritt 6 ZD PS: Zwangsdynamisierung Fertig ohne Fehler **********************************";" *** Schritt 6 ZD PS: Zwangsdynamisierung Fertig ohne Fehler **********************************";""
"Anzeige Wizard";"Anzeige Wizard";""
"lade Wert in Akku1-L-L";"lade Wert in Akku1-L-L";""
"Akku1-L-L > 4";"Akku1-L-L > 4";""
"Akku1-L-L = 0 ";"Akku1-L-L = 0 ";""
"Akku1-L-L = 1";"Akku1-L-L = 1";""
"Akku1-L-L = 2";"Akku1-L-L = 2";""
"Akku1-L-L = 3";"Akku1-L-L = 3";""
"Akku1-L-L = 4";"Akku1-L-L = 4";""
"... ungültige Werte";"... ungültige Werte";""
"... Dekade 1";"... Dekade 1";""
"... Dekade 2";"... Dekade 2";""
"... Dekade 3";"... Dekade 3";""
"... Dekade 4";"... Dekade 4";""
" Tempkomp nach Hochlauf aktiv setzen";" Tempkomp nach Hochlauf aktiv setzen";""
"Tisch";"Tisch";""
"Ausdehnungs-Kompensation ";"Ausdehnungs-Kompensation ";""
"---------- Kompensation nach aktiver Tabelle-----------";"---------- Kompensation nach aktiver Tabelle-----------";""
"--------------- GUD`S schreiben-----------------------------------------";"--------------- GUD`S schreiben-----------------------------------------";""
"#T_IM_INIT_Fertig";"#T_IM_INIT_Fertig";""
" #T_IM_INIT_Activ";" #T_IM_INIT_Activ";""
"Spindel Temperatur 1 Sensor";"Spindel Temperatur 1 Sensor";""
"Spindel Temperatur 2 Sensor";"Spindel Temperatur 2 Sensor";""
" 0=NCK, 2=CHAN";" 0=NCK, 2=CHAN";""
" Kanal-Nr.";" Kanal-Nr.";""
" Feldindex 1";" Feldindex 1";""
" Feldindex";" Feldindex";""
"Diagnoseadresse ";"Diagnoseadresse ";""
"Fehler oder Datensatzlänge";"Fehler oder Datensatzlänge";""
"Datenablagefeld";"Datenablagefeld";""
"Übertragene Daten";"Übertragene Daten";""
"keine Fehlerdaten";"keine Fehlerdaten";""
"Modulnummer";"Modulnummer";""
" Nr. 27";" Nr. 27";""
"wenn kein Fehler im Modul 27 vorliegt";"wenn kein Fehler im Modul 27 vorliegt";""
"Auswertung Datensatz";"Auswertung Datensatz";""
"Fehler im Kanal 1";"Fehler im Kanal 1";""
"Fehler im Kanal 2";"Fehler im Kanal 2";""
"Leitungsbruch";"Leitungsbruch";""
"oberer Grenzwert überschritten";"oberer Grenzwert überschritten";""
"unterer Grenzwert unterschritten";"unterer Grenzwert unterschritten";""
"interner Modulfehler";"interner Modulfehler";""
"Parametrierfehler";"Parametrierfehler";""
"Takt 1 Sekunde";"Takt 1 Sekunde";""
"Beispiel: Zähler durch INC";"Beispiel: Zähler durch INC";""
"eines MB";"eines MB";""
"Ablaufzähler";"Ablaufzähler";""
"Zählerendstand";"Zählerendstand";""
"Rücksetzen Zählwert";"Rücksetzen Zählwert";""
"Bei Zählerstand 1 wird DSR";"Bei Zählerstand 1 wird DSR";""
"100ms auf 0 gesetzt";"100ms auf 0 gesetzt";""
"DSR 100ms muß 100 auf ""0"" ";"DSR 100ms muß 100 auf ""0"" ";""
"T     59; ";"T     59; ";""
"DSR";"DSR";""
"Ab Zählerstand 3 werden die Daten gelesen";"Ab Zählerstand 3 werden die Daten gelesen";""
"8 - Takte ";"8 - Takte ";""
"Ende der 8 - Takte";"Ende der 8 - Takte";""
"Ablauftakt";"Ablauftakt";""
"CTS setzen";"CTS setzen";""
"CTS aktiv";"CTS aktiv";""
"DSR nicht aktiv";"DSR nicht aktiv";""
"Akku Bit 0 laden";"Akku Bit 0 laden";""
"E     34.7; //Einlesen des Zustandes";"E     34.7; //Einlesen des Zustandes";""
"Akku Null setzen";"Akku Null setzen";""
"Wertspeicher ohne Wandlung ";"Wertspeicher ohne Wandlung ";""
"Wert übernehmen";"Wert übernehmen";""
" Wertebereich 0..255 --> 15 Grad bis 79 Grad 256 * 0,25 Grad";" Wertebereich 0..255 --> 15 Grad bis 79 Grad 256 * 0,25 Grad";""
"plus Temperaturoffset von 15°C";"plus Temperaturoffset von 15°C";""
"Umwandeln Ganzzahl in Real";"Umwandeln Ganzzahl in Real";""
"Division durch 4 entsprechend der Transferrate";"Division durch 4 entsprechend der Transferrate";""
"Temperatur in °C aktuell nach Wandlung";"Temperatur in °C aktuell nach Wandlung";""
"Löschen der Zwischenspeicher ";"Löschen der Zwischenspeicher ";""
"Start-Bit für Beginn der Mittelwertbildung";"Start-Bit für Beginn der Mittelwertbildung";""
"Wert ist O.K. und wird gespeichert";"Wert ist O.K. und wird gespeichert";""
"1.Feldvariable ";"1.Feldvariable ";""
"Pointerformat";"Pointerformat";""
"Messwert in °C laden";"Messwert in °C laden";""
"auf 1.Feldvariable laden ";"auf 1.Feldvariable laden ";""
"Anzahl gelesene Feldvariable";"Anzahl gelesene Feldvariable";""
"Abspeichern aktueller Messwert";"Abspeichern aktueller Messwert";""
"Zähler wird rückwärts auf 0 gezählt ";"Zähler wird rückwärts auf 0 gezählt ";""
" Format: REAL --> Datenabstand 4 Byte";" Format: REAL --> Datenabstand 4 Byte";""
" DEC 4 Byte";" DEC 4 Byte";""
" (72+4+4)/4 = 20 Messwerte Reset Zähler";" (72+4+4)/4 = 20 Messwerte Reset Zähler";""
" neuer Zählerstand";" neuer Zählerstand";""
"Zähler = 0 ?";"Zähler = 0 ?";""
"Mittelwertbildung Messwert 10..19 /10";"Mittelwertbildung Messwert 10..19 /10";""
"10.0 ";"10.0 ";""
"Ergebnis Mittelwert";"Ergebnis Mittelwert";""
" USER_DATA_HEX[48]";" USER_DATA_HEX[48]";""
"////";"////";""
"analoge Eingabe";"analoge Eingabe";""
"Spindel- und Vorschubsperren Hauptachsen";"Spindel- und Vorschubsperren Hauptachsen";""
"M3 od M4";"M3 od M4";""
"NC-Stop anfordern";"NC-Stop anfordern";""
"VSS-Hauptachsen ""Grenztemperatur""";"VSS-Hauptachsen ""Grenztemperatur""";""
"      R     ""DB_FEHLERMELDUNG"".Spi_VS_Halt._700207_Spindel_Temp";"      R     ""DB_FEHLERMELDUNG"".Spi_VS_Halt._700207_Spindel_Temp";""
"""Te_Spi_Temp""";"""Te_Spi_Temp""";""
"1 = Ebene 0 unten,2 = Ebene 0 oben,3 = Ebene 1 unten,4 = Ebene 1 oben ";"1 = Ebene 0 unten,2 = Ebene 0 oben,3 = Ebene 1 unten,4 = Ebene 1 oben ";""
"Position Speicherplatz 5 ";"Position Speicherplatz 5 ";""
"Position Speicherplatz 6";"Position Speicherplatz 6";""
"Position Speicherplatz 7";"Position Speicherplatz 7";""
"Position Speicherplatz 8";"Position Speicherplatz 8";""
"Position Speicherplatz 9";"Position Speicherplatz 9";""
"Position Speicherplatz 10";"Position Speicherplatz 10";""
"Schritt 0  Auftrag aktivieren -> Bedingungen überprüfen";"Schritt 0  Auftrag aktivieren -> Bedingungen überprüfen";""
" Keine Abfrage der Hubachse bei RS10";" Keine Abfrage der Hubachse bei RS10";""
"Schritt 1 Fahrauftrag Drehstation und Hubachse";"Schritt 1 Fahrauftrag Drehstation und Hubachse";""
" Hubachse Position ermitteln";" Hubachse Position ermitteln";""
"Schritt 7 Bei Rüstplatzauftrag Spannhydraulik klemmen";"Schritt 7 Bei Rüstplatzauftrag Spannhydraulik klemmen";""
"Schritt 2 Spannhydraulik lösen";"Schritt 2 Spannhydraulik lösen";""
